X,Y
77.0,107.79999999999998
10.0,29.599999999999994
94.0,110.6
79.0,95.6
81.0,85.19999999999999
81.0,100.79999999999998
93.0,85.2
15.0,56.39999999999999
10.0,43.39999999999999
22.0,71.6
65.0,103.6
64.0,74.6
91.0,99.19999999999999
46.0,48.8
31.0,26.6
71.0,62.800000000000004
1.0,0.8
41.0,61.599999999999994
85.0,112.39999999999999
5.0,60.399999999999984
11.0,36.39999999999999
34.0,59.599999999999994
19.0,54.199999999999996
33.0,32.4
75.0,61.2
12.0,37.8
42.0,43.8
62.0,99.39999999999999
78.0,86.4
90.0,108.6
70.0,98.0
37.0,72.79999999999998
83.0,69.4
80.0,74.2
21.0,26.4
44.0,41.800000000000004
39.0,40.2
44.0,43.6
85.0,86.6
11.0,27.399999999999995
36.0,54.599999999999994
49.0,93.79999999999998
38.0,61.599999999999994
29.0,32.2
22.0,72.79999999999998
54.0,93.6
46.0,58.4
62.0,59.8
8.0,19.0
92.0,107.2
89.0,104.8
99.0,99.6
66.0,54.6
12.0,35.39999999999999
23.0,74.19999999999999
11.0,13.6
27.0,75.6
14.0,14.8
80.0,76.0
13.0,51.19999999999999
68.0,74.2
0.0,47.999999999999986
22.0,61.99999999999999
10.0,45.79999999999999
36.0,49.8
29.0,55.0
95.0,77.8
51.0,79.8
77.0,120.99999999999999
62.0,73.6
89.0,113.19999999999999
57.0,53.4
42.0,43.8
71.0,73.0
55.0,66.19999999999999
12.0,28.199999999999996
60.0,70.8
89.0,79.0
32.0,53.8
2.0,22.599999999999998
81.0,82.19999999999999
59.0,65.8
87.0,72.00000000000001
8.0,44.79999999999999
96.0,126.0
67.0,57.2
47.0,44.8
97.0,129.8
13.0,30.199999999999996
43.0,41.0
58.0,50.60000000000001
60.0,98.99999999999999
29.0,56.199999999999996
95.0,81.4
93.0,79.80000000000001
51.0,63.0
51.0,49.800000000000004
52.0,57.199999999999996
43.0,80.6
61.0,80.0
81.0,121.79999999999998
74.0,76.0
29.0,82.0
70.0,105.19999999999999
87.0,97.8
50.0,40.0
13.0,64.39999999999999
43.0,38.0
55.0,51.199999999999996
28.0,58.39999999999999
49.0,54.8
16.0,21.799999999999997
73.0,60.2
69.0,94.8
79.0,84.8
78.0,106.8
46.0,96.19999999999999
58.0,59.6
51.0,85.8
36.0,41.4
44.0,52.0
96.0,118.80000000000001
4.0,44.599999999999994
68.0,55.00000000000001
76.0,87.8
51.0,42.6
85.0,95.0
55.0,91.39999999999999
8.0,47.79999999999999
98.0,102.4
75.0,66.6
9.0,30.599999999999994
11.0,41.8
84.0,86.4
48.0,71.4
92.0,85.60000000000001
71.0,107.79999999999998
37.0,40.4
61.0,86.6
31.0,28.4
76.0,117.19999999999999
38.0,68.8
60.0,97.19999999999999
33.0,52.199999999999996
92.0,74.80000000000001
72.0,61.8
2.0,15.399999999999997
97.0,131.6
97.0,123.19999999999999
0.0,26.999999999999993
66.0,62.400000000000006
78.0,88.8
83.0,120.39999999999999
96.0,93.60000000000001
46.0,60.2
55.0,62.599999999999994
91.0,126.19999999999999
48.0,50.400000000000006
50.0,85.6
35.0,38.199999999999996
72.0,103.19999999999999
90.0,109.19999999999999
58.0,86.6
40.0,45.199999999999996
39.0,45.0
32.0,34.6
93.0,110.4
7.0,60.19999999999999
79.0,120.79999999999998
50.0,74.79999999999998
55.0,77.0
63.0,103.19999999999999
0.0,33.599999999999994
60.0,52.2
23.0,41.8
23.0,78.39999999999999
86.0,108.39999999999999
35.0,53.199999999999996
18.0,46.199999999999996
2.0,50.79999999999999
10.0,66.19999999999999
23.0,62.19999999999999
33.0,56.39999999999999
78.0,95.4
41.0,43.0
64.0,62.6
6.0,64.79999999999998
57.0,72.6
35.0,33.4
95.0,97.6
67.0,61.4
1.0,41.59999999999999
42.0,42.6
54.0,103.19999999999999
26.0,67.6
43.0,60.8
34.0,83.6
32.0,53.199999999999996
75.0,115.79999999999998
19.0,57.199999999999996
59.0,92.19999999999999
63.0,52.800000000000004
0.0,1.1999999999999997
65.0,104.79999999999998
74.0,98.19999999999999
95.0,112.6
73.0,82.4
60.0,77.39999999999999
24.0,27.0
59.0,100.0
10.0,30.199999999999996
41.0,55.599999999999994
34.0,54.8
34.0,27.200000000000003
30.0,82.19999999999999
54.0,79.8
81.0,90.6
43.0,87.19999999999999
24.0,58.199999999999996
31.0,42.8
98.0,104.2
37.0,42.2
68.0,66.4
74.0,106.6
35.0,63.39999999999999
88.0,99.2
76.0,116.0
72.0,101.39999999999999
64.0,72.2
82.0,102.2
29.0,28.0
73.0,66.2
80.0,101.79999999999998
52.0,53.599999999999994
33.0,41.4
60.0,107.39999999999998
80.0,73.0
7.0,31.999999999999996
62.0,79.6
66.0,56.400000000000006
97.0,129.8
96.0,136.2
62.0,91.0
34.0,32.6
22.0,66.79999999999998
64.0,54.2
41.0,76.6
35.0,66.39999999999999
38.0,83.19999999999999
97.0,118.4
94.0,127.39999999999999
45.0,79.19999999999999
33.0,37.8
55.0,93.19999999999999
32.0,68.19999999999999
76.0,109.39999999999999
52.0,66.8
100.0,114.79999999999998
51.0,70.2
41.0,80.19999999999999
85.0,105.79999999999998
62.0,50.800000000000004
41.0,32.800000000000004
53.0,59.8
92.0,79.60000000000001
68.0,81.4
19.0,29.0
66.0,72.0
30.0,51.599999999999994
22.0,52.39999999999999
50.0,97.6
75.0,82.8
98.0,104.2
47.0,92.79999999999998
100.0,106.39999999999999
62.0,72.39999999999999
46.0,90.79999999999998
80.0,79.0
27.0,77.99999999999999
57.0,48.0
49.0,84.79999999999998
98.0,103.0
71.0,84.4
5.0,15.999999999999996
35.0,80.19999999999999
38.0,31.6
21.0,64.79999999999998
61.0,50.6
74.0,68.2
60.0,60.599999999999994
44.0,38.800000000000004
40.0,45.8
57.0,63.599999999999994
65.0,102.99999999999999
28.0,42.8
80.0,116.19999999999999
68.0,83.8
36.0,41.4
53.0,66.4
14.0,62.79999999999999
54.0,86.39999999999999
28.0,55.39999999999999
46.0,57.8
57.0,66.0
98.0,104.8
21.0,68.39999999999999
51.0,67.8
66.0,97.8
45.0,73.79999999999998
16.0,30.199999999999996
80.0,93.39999999999999
18.0,29.999999999999996
92.0,130.0
89.0,80.8
32.0,80.79999999999998
42.0,87.0
29.0,26.8
31.0,61.999999999999986
11.0,17.2
46.0,44.6
64.0,98.0
40.0,55.99999999999999
15.0,40.19999999999999
0.0,30.599999999999994
4.0,60.79999999999999
88.0,93.8
75.0,77.39999999999999
24.0,41.4
82.0,88.4
38.0,51.4
82.0,99.80000000000001
61.0,82.4
94.0,129.2
6.0,40.8
65.0,82.6
85.0,107.0
13.0,33.8
50.0,41.2
13.0,59.59999999999999
98.0,137.79999999999998
11.0,9.4
71.0,66.4
9.0,45.599999999999994
78.0,118.19999999999999
19.0,46.39999999999999
43.0,52.39999999999999
29.0,46.0
90.0,100.19999999999999
49.0,59.599999999999994
41.0,74.19999999999999
89.0,116.79999999999998
0.0,50.999999999999986
100.0,102.8
74.0,88.0
76.0,78.2
24.0,33.0
24.0,35.4
78.0,114.6
46.0,77.6
100.0,103.39999999999999
43.0,57.8
83.0,71.80000000000001
3.0,34.79999999999999
2.0,53.19999999999999
6.0,42.599999999999994
62.0,50.800000000000004
70.0,110.6
39.0,88.79999999999998
88.0,125.0
33.0,77.39999999999999
88.0,121.39999999999999
57.0,98.39999999999999
99.0,134.39999999999998
76.0,67.4
98.0,115.6
53.0,56.2
76.0,79.4
92.0,76.60000000000001
34.0,34.4
35.0,38.8
45.0,68.39999999999999
87.0,93.0
30.0,82.79999999999998
0.0,50.999999999999986
39.0,83.39999999999999
37.0,86.6
98.0,131.8
