X,Y
43.15095454536748,53.12076363629398
38.29800575175382,50.43840460140305
37.05559960654536,50.04447968523628
24.76024671319158,29.408197370553264
7.323073577727074,16.05845886218166
18.347497500792837,44.07799800063427
3.9549851956488133,6.76398815651905
7.706544720955261,21.165235776764206
5.579751910911673,34.463801528729334
47.97380419184723,50.97904335347778
2.7404150039658512,4.592332003172681
27.656322439127646,37.12505795130211
2.147967994564887,2.3183743956519094
44.543403244768,42.234722595814404
28.459431233427974,52.16754498674237
17.708448293022062,19.56675863441765
11.07985662375161,12.463885299001287
44.132174428714336,61.70573954297147
28.527834746276053,39.62226779702084
37.739160051151956,35.59132804092157
9.361891126871596,13.489512901497275
38.31019002576937,34.2481520206155
29.492983977940856,53.594387182352676
23.44291346563282,21.154330772506256
44.72928390065721,54.98342712052576
28.806357610836532,32.645086088669224
41.694130789467835,38.75530463157427
19.933974894322304,30.347179915457843
39.078251702932505,43.862601362346
24.115673285446416,40.292538628357136
25.418111300698648,20.934489040558923
39.93013763066578,60.144110104532615
21.493137288450104,27.39450983076008
34.3286139876653,31.062891190132238
19.34326711056042,15.474613688448336
39.3267712137167,42.26141697097336
37.79079777098999,30.832638216791995
23.69190207719055,29.153521661752443
7.656797886439254,34.325438309151394
32.91350848059907,29.330806784479257
29.20348900196656,38.362791201573245
18.819980762244082,33.05598460979526
48.5304657738709,59.22437261909671
20.566976632062733,42.25358130565018
40.26496531600081,43.011972252800646
32.771885042835116,37.01750803426809
8.40130609313327,21.721044874506614
25.09612648442768,39.27690118754214
24.97966324926392,49.98373059941113
27.98720754439998,35.58976603551998
32.73791345330636,53.19033076264508
49.04552993287254,52.43642394629803
2.6939211399417573,7.555136911953404
1.7820089668361516,2.025607173468921
41.0618557294115,33.4494845835292
31.63119018542658,43.30495214834126
43.884480648395616,49.50758451871649
46.24575810891767,49.59660648713414
11.536672193687442,24.82933775494995
39.71463472743773,49.771707781950184
5.578611498648822,7.462889198919057
30.30917702476866,33.84734161981493
7.9498334951446425,34.559866796115706
0.5215362771876786,13.617229021750141
27.6387355655748,29.91098845245984
48.585629450795125,68.26850356063609
44.058054027916384,53.8464432223331
27.077734768479967,40.86218781478397
25.964416265913503,29.7715330127308
46.747419601962,38.5979356815696
2.5782286610768868,9.862582928861507
25.596668209940276,22.277334567952224
10.484362392864549,29.387489914291635
32.17338544738251,55.138708357906
27.33328052457183,45.866624419657455
6.320718540718651,14.056574832574919
20.91592279886842,25.132738239094735
35.5374226261074,56.62993810088591
29.048570521433597,40.038856417146874
17.510179741689868,28.40814379335189
22.04625669583182,32.637005356665455
37.348476872960994,35.878781498368795
24.20416386799429,31.963331094395432
36.81251200087022,33.65000960069618
20.930657804180914,25.74452624334473
16.981187716600726,18.98495017328058
12.501215901495216,23.80097272119617
25.4758882268121,44.98071058144967
1.3057355435440343,10.044588434835227
5.8462706717735955,30.47701653741887
3.2591825551324174,17.00734604410593
47.340737995361344,52.272590396289075
13.367334163699724,17.293867330959777
11.79253796823278,13.034030374586225
0.9023372279410913,9.721869782352872
5.274220463142232,27.61937637051378
18.92556102253312,41.54044881802649
6.229417087477168,4.983533669981735
31.185110849386188,50.148088679508945
31.270878973203764,46.61670317856301
10.602220774892196,37.88177661991375
26.320752869492996,48.656602295594396
39.39896225264584,45.31916980211667
44.746434998370844,54.397147998696674
8.280965811986812,25.224772649589443
23.046245489984006,23.836996391987203
25.56799333282857,37.85439466626285
48.07826913988568,41.46261531190854
9.897008075783924,12.11760646062714
30.489267292543232,28.591413834034586
41.8417780151665,41.27342241213319
44.60546785960003,64.48437428768003
36.59945398891018,43.67956319112814
23.30277449528853,43.84221959623082
15.304393706893709,20.643514965514967
36.297717920479315,56.03817433638345
7.282879663884589,29.826303731107664
46.64222466463876,56.513779731711004
42.007288552547294,43.20583084203784
43.87910243470777,53.70328194776621
26.626254024811903,22.501003219849522
8.799503096527022,20.239602477221617
17.772080454708778,27.41766436376702
42.18447731286782,54.14758185029426
34.66352872208996,54.73082297767196
38.63282840777588,34.506262726220704
9.414688095524188,9.33175047641935
10.590200870333028,19.87216069626642
4.336369677300411,26.269095741840324
20.536992870956862,30.829594296765485
11.406369079216061,13.925095263372848
20.3706479203017,23.49651833624136
1.3966271031348287,29.917301682507855
7.17404892203653,6.939239137629224
37.758271644052066,60.206617315241644
20.258148882708372,45.606519106166694
45.84479357340072,46.27583485872057
31.828721506760548,36.26297720540843
29.810311183880334,26.248248947104265
21.688762878650465,38.951010302920366
31.680191200647407,30.14415296051793
37.27922687213248,29.823381497705988
22.5477737876098,44.438219030087836
24.54218687423404,34.033749499387234
19.561581921522457,36.649265537217964
14.205301425586725,39.56424114046938
29.364477353814895,40.89158188305191
