X,Y
32.897664002166145,39.19747527773901
36.164384818149195,34.72739580810462
2.2279788046048967,19.876666592661167
23.776380495048873,41.44967758583108
9.825079823617545,24.970497932356277
34.42649014782187,41.00930870318324
4.618773054007913,8.079904797793727
9.370030547903108,18.894384957610413
32.88170965228319,43.10612541203096
8.068679509415183,24.69740733263636
46.874003809917156,53.51974068213119
14.345163122586852,22.500224486117645
11.349102955621682,16.316651181016454
42.81420489424621,41.58401366530006
3.2490283182112,23.41095052103124
16.1053317298107,33.67395390840859
46.488338824349015,47.94196346287106
14.439394295733182,16.482574020992402
34.82688444665957,45.29267262132377
7.488307225876167,6.739476503288551
17.08944645696708,17.55995128304071
32.08850664464846,42.82813259951377
46.97032294420846,56.22176726911777
46.97627399916462,55.355343429870175
31.70224357155409,38.12159689018816
34.131064474467856,44.23054475199716
7.100181103167386,19.030969929118598
43.94320977169273,51.317915942083275
9.449267883363493,18.09391877081662
14.273133692044688,12.84582032284022
43.025849055272275,56.5947498182618
16.32957218391044,26.465642113079213
5.188501311144888,19.48990758806869
5.248412157313748,9.954249673831182
26.969840822506935,32.11887483862945
13.765390517819093,28.080887662783603
42.756308015780796,48.94203467870033
45.57608089908172,52.351610062379294
3.0849863109073783,12.801955249960187
25.01425259417563,27.743506067006876
18.67289737473993,27.266965101763553
11.37049392439416,12.41289400372508
15.187362235801839,32.847781363800614
40.66332623338892,37.46877339875816
36.65498879507955,41.70728780265294
11.718740338107514,27.546572184105386
5.495628445699108,17.15098264304308
33.419507835738926,43.59014377714112
3.2936418566192396,17.784534078995605
30.86452639511437,44.77777963541156
